"","Name","Location","Year","Kilometers_Driven","Owner_Type","Mileage","Engine","Power","Seats","Price","Fuel_TypeDiesel","Fuel_TypeElectric","Fuel_TypePetrol","TransmissionManual","Age"
"4758","Maruti Celerio VXI AT","Pune",2016,36789,"First",231,998,6704,5,4.25,0,0,1,0,8
"4759","Mercedes-Benz New C-Class C 220 CDI Elegance AT","Jaipur",2014,41000,"First",1484,2143,170,5,18.5,1,0,0,0,10
"4760","Honda Brio S MT","Jaipur",2015,46650,"First",194,1198,868,5,4.25,0,0,1,1,9
"4761","Maruti Baleno Alpha CVT","Mumbai",2018,3000,"First",214,1197,831,5,8.85,0,0,1,0,6
"4762","Hyundai EON Sportz","Coimbatore",2014,14799,"First",211,814,552,5,4.14,0,0,1,1,10
"4763","Toyota Prius 2009-2016 Z4","Mumbai",2011,44000,"First",NA,1798,73,5,12.75,0,1,0,0,13
"4764","Hyundai i20 1.4 CRDi Sportz","Hyderabad",2015,68525,"First",230,1396,90,5,7,1,0,0,1,9
"4765","Ford Endeavour 3.2 Titanium AT 4X4","Hyderabad",2018,15000,"First",1091,3198,197,7,33,1,0,0,0,6
"4766","Honda City i-VTEC VX","Ahmedabad",2017,29000,"First",174,1497,1173,5,10,0,0,1,1,7
"4767","Maruti SX4 ZDI","Kochi",2012,77407,"Second",215,1248,888,5,3.53,1,0,0,1,12
"4768","Chevrolet Optra Magnum 1.6 LS Petrol","Jaipur",2007,118000,"First",129,1598,1025,5,1.35,0,0,1,1,17
"4769","Volkswagen Vento Diesel Highline","Delhi",2013,75000,"First",2054,1598,1036,5,4.5,1,0,0,1,11
"4770","Honda City V MT","Pune",2012,69000,"First",168,1497,1163,5,4.9,0,0,1,1,12
"4771","Hyundai Creta 1.6 CRDi SX Option","Kochi",2016,52553,"First",1967,1582,1262,5,12.26,1,0,0,1,8
"4772","Hyundai Xcent 1.1 CRDi SX","Mumbai",2014,58000,"Second",244,1120,71,5,3.99,1,0,0,1,10
"4773","Mercedes-Benz GLC 220d 4MATIC Style","Mumbai",2017,24000,"First",179,2143,170,5,46.95,1,0,0,0,7
"4774","Ford Figo Diesel EXI","Hyderabad",2015,65542,"First",200,1399,68,5,3.8,1,0,0,1,9
"4775","Volkswagen Jetta 2007-2011 2.0 TDI Trendline","Ahmedabad",2013,68008,"Second",150,1896,105,5,6.75,1,0,0,1,11
"4776","Mahindra TUV 300 2015-2019 T8","Coimbatore",2017,22251,"First",1849,1493,100,7,8.75,1,0,0,1,7
"4777","Ford Ecosport 1.5 Ti VCT MT Titanium","Chennai",2013,55000,"Second",158,1499,110,5,5.2,0,0,1,1,11
"4778","Hyundai Verna 1.6 SX VTVT (O)","Kochi",2017,19387,"First",171,1591,1213,5,8.42,0,0,1,1,7
"4779","Hyundai i20 Sportz 1.2","Mumbai",2016,24001,"First",186,1197,8183,5,5.75,0,0,1,1,8
"4780","Audi A4 New 2.0 TDI Multitronic","Kolkata",2008,17000,"First",152,1968,1408,5,9.75,1,0,0,0,16
"4781","Nissan Micra Active XV S","Delhi",2015,28500,"First",1949,1198,6704,5,3.5,0,0,1,1,9
"4782","Mercedes-Benz M-Class ML 250 CDI","Jaipur",2014,66000,"First",1526,2143,2032,5,30,1,0,0,0,10
"4783","Land Rover Discovery Sport TD4 S","Delhi",2017,22000,"First",1283,2179,1475,5,35,1,0,0,0,7
"4784","Hyundai Creta 1.6 SX Option Executive","Coimbatore",2018,44383,"First",158,1591,1213,5,13.25,0,0,1,1,6
"4785","Skoda Rapid 1.6 TDI Active","Mumbai",2013,45000,"First",205,1598,1035,5,3.65,1,0,0,1,11
"4786","Maruti Swift Dzire VDI","Jaipur",2015,58000,"First",234,1248,74,5,5.25,1,0,0,1,9
"4787","Hyundai Creta 1.6 SX","Delhi",2016,69000,"First",158,1591,1213,5,9.7,0,0,1,1,8
"4788","Hyundai Grand i10 CRDi Sportz","Coimbatore",2017,60993,"First",240,1120,70,5,5.21,1,0,0,1,7
"4789","Mahindra TUV 300 T8","Pune",2016,67000,"First",1849,1493,100,7,6.3,1,0,0,1,8
"4790","Hyundai Grand i10 CRDi Sportz","Kochi",2014,51134,"First",240,1120,70,5,4.72,1,0,0,1,10
"4791","BMW X5 xDrive 30d","Chennai",2011,55000,"Second",117,2993,245,5,28,1,0,0,0,13
"4792","Maruti Dzire AMT VDI","Coimbatore",2018,25082,"First",284,1248,7375,5,8.37,1,0,0,0,6
"4793","Toyota Fortuner 4x4 MT","Delhi",2012,68350,"First",1255,2982,1685,7,14,1,0,0,1,12
"4794","Audi A6 2011-2015 35 TDI Technology","Hyderabad",2015,50000,"First",1768,1968,17433,5,36,1,0,0,0,9
"4795","Honda Jazz 1.5 V i DTEC","Pune",2015,97000,"First",273,1498,986,5,6.4,1,0,0,1,9
"4796","Audi Q7 4.2 TDI Quattro Technology","Coimbatore",2015,56238,"First",1133,4134,3352,7,51.69,1,0,0,0,9
"4797","Mahindra Scorpio 2009-2014 VLX 2WD 7S BSIV","Jaipur",2014,72618,"First",1205,2179,120,7,8,1,0,0,1,10
"4798","Chevrolet Cruze LTZ","Hyderabad",2012,62005,"First",183,1991,1479,5,9.8,1,0,0,1,12
"4799","Chevrolet Beat Diesel LT","Hyderabad",2012,61250,"First",2544,936,576,5,2.7,1,0,0,1,12
"4800","Audi A4 35 TDI Premium Plus","Coimbatore",2014,28469,"First",1825,1968,18774,5,24.37,1,0,0,0,10
"4801","Skoda Rapid 1.6 MPI AT Style","Kochi",2018,21488,"First",143,1598,10352,5,9.72,0,0,1,0,6
"4802","Maruti Swift Dzire VDI","Pune",2014,197000,"First",234,1248,74,5,5,1,0,0,1,10
"4803","Toyota Fortuner 3.0 Diesel","Pune",2009,138205,"Second",115,2982,171,7,10.5,1,0,0,1,15
"4804","Maruti Swift VDI","Jaipur",2012,160000,"Second",229,1248,74,5,3.9,1,0,0,1,12
"4805","Honda City 1.5 V MT Exclusive","Coimbatore",2012,67590,"First",170,1497,118,5,5.65,0,0,1,1,12
"4806","Mercedes-Benz M-Class ML 250 CDI","Mumbai",2012,52000,"First",1526,2143,2032,5,29.95,1,0,0,0,12
"4807","Maruti Swift Ldi BSIII","Bangalore",2008,100000,"Second",178,1248,75,5,3,1,0,0,1,16
"4808","Ford Aspire Titanium Diesel","Kolkata",2017,60048,"First",261,1498,99,5,6,1,0,0,1,7
"4809","Hyundai i10 Sportz","Mumbai",2009,48000,"First",2036,1197,789,5,2.11,0,0,1,1,15
"4810","Fiat Punto 1.4 Emotion","Kolkata",2010,47000,"First",146,NA,NA,NA,1.49,0,0,1,1,14
"4811","Maruti Alto LXi","Jaipur",2011,100000,"First",197,796,463,5,1.5,0,0,1,1,13
"4812","Maruti Swift VXI BSIV","Bangalore",2006,80010,"Second",204,1197,8180,5,2.85,0,0,1,1,18
"4813","Mercedes-Benz New C-Class C 220 CDI Avantgarde","Coimbatore",2017,26493,"First",1927,2143,170,5,33.64,1,0,0,0,7
"4814","Tata Indica V2 DLE BSIII","Hyderabad",2011,96000,"Second",1788,1396,528,5,0.91,1,0,0,1,13
"4815","Maruti Alto 800 VXI","Jaipur",2014,45700,"Second",2274,796,473,5,2.42,0,0,1,1,10
"4816","Skoda Superb 2.8 V6 AT","Kolkata",2005,13000,"First",93,2771,1931,5,3.25,0,0,1,0,19
"4817","Volkswagen Polo Petrol Comfortline 1.2L","Kolkata",2013,38000,"First",1647,1198,739,5,2.8,0,0,1,1,11
"4818","Maruti Dzire AMT ZXI Plus","Coimbatore",2019,8018,"First",220,1197,8180,5,8.3,0,0,1,0,5
"4819","Mahindra Scorpio VLX","Bangalore",2010,144400,"Third",1205,2179,120,8,5.25,1,0,0,1,14
"4820","Maruti Swift Vdi BSIII","Jaipur",2010,152000,"First",178,1248,75,5,2.9,1,0,0,1,14
"4821","BMW 3 Series 320d Prestige","Pune",2013,71000,"First",1888,1995,184,5,15,1,0,0,0,11
"4822","Tata Nano STD SE","Jaipur",2012,80000,"Second",254,624,375,4,0.53,0,0,1,1,12
"4823","Toyota Innova 2.5 VX (Diesel) 8 Seater","Mumbai",2014,87143,"First",1299,2494,100,8,12.5,1,0,0,1,10
"4824","Honda Brio S Option MT","Mumbai",2012,25000,"First",184,1198,868,5,2.75,0,0,1,1,12
"4825","Tata Tiago AMT 1.2 Revotron XZA","Pune",2018,2000,"First",2384,1199,8383,5,5,0,0,1,0,6
"4826","Mahindra Scorpio SLE BSIV","Kochi",2014,45239,"First",1205,2179,120,8,7.09,1,0,0,1,10
"4827","BMW 5 Series 2003-2012 525d","Hyderabad",2011,101999,"First",1673,1995,218,5,19.99,1,0,0,0,13
"4828","Toyota Corolla Altis D-4D GL","Mumbai",2014,74219,"First",2143,1364,872,5,10.75,1,0,0,1,10
"4829","Honda City i VTEC CVT VX","Mumbai",2016,25000,"First",180,1497,1173,5,9.45,0,0,1,0,8
"4830","Hyundai Verna CRDi 1.6 SX Option","Hyderabad",2008,109606,"First",220,1582,1262,5,2.9,1,0,0,1,16
"4831","Maruti Swift Dzire VDI Optional","Kolkata",2015,36000,"First",2659,1248,74,5,4.7,1,0,0,1,9
"4832","Maruti Ciaz ZXi","Coimbatore",2016,41810,"First",2073,1373,911,5,7.11,0,0,1,1,8
"4833","Ford Ecosport 1.5 DV5 MT Titanium","Jaipur",2014,93321,"First",227,1498,8984,5,6.25,1,0,0,1,10
"4834","Maruti Alto K10 2010-2014 VXI","Hyderabad",2011,81000,"First",2092,998,671,5,2.2,0,0,1,1,13
"4835","Honda Amaze V CVT Petrol","Kochi",2019,25717,"First",190,1199,8876,5,8.86,0,0,1,0,5
"4836","Mahindra XUV500 W6 2WD","Delhi",2015,37000,"First",151,2179,140,7,9.3,1,0,0,1,9
"4837","Mahindra TUV 300 2015-2019 T8","Coimbatore",2017,56380,"First",1849,1493,100,7,7.57,1,0,0,1,7
"4838","Honda Jazz VX","Chennai",2017,8000,"First",182,1199,887,5,7.9,0,0,1,1,7
"4839","Maruti Swift VXI BSIII W/ ABS","Kochi",2018,14589,"First",161,1298,882,5,5.65,0,0,1,1,6
"4840","Volkswagen Polo Petrol Highline 1.2L","Delhi",2013,65088,"First",1647,1198,739,5,3.25,0,0,1,1,11
"4841","Hyundai Creta 1.6 SX Option Diesel","Coimbatore",2019,24864,"First",205,1582,1262,5,16.27,1,0,0,1,5
"4842","Chevrolet Beat LS","Coimbatore",2011,64831,"First",186,1199,794,5,3.21,0,0,1,1,13
"4843","Honda Amaze VX i-DTEC","Kolkata",2013,38001,"First",258,1498,986,5,3.9,1,0,0,1,11
"4844","Mercedes-Benz E-Class 230 E AT","Mumbai",2008,77000,"Second",100,2496,1577,5,6.5,0,0,1,0,16
"4845","BMW 5 Series 530d M Sport","Hyderabad",2016,27000,"First",1859,2993,265,5,48,1,0,0,0,8
"4846","Audi A3 35 TDI Premium Plus","Mumbai",2016,39000,"First",2038,1968,143,5,18.9,1,0,0,0,8
"4847","Maruti Swift Dzire VDI","Pune",2015,131000,"First",2659,1248,74,5,3.6,1,0,0,1,9
"4848","Maruti Swift Dzire VDI","Kolkata",2015,43000,"First",2659,1248,74,5,5.5,1,0,0,1,9
"4849","Toyota Innova 2.5 V Diesel 7-seater","Pune",2011,68000,"Second",128,2494,102,7,7,1,0,0,1,13
"4850","BMW X3 xDrive20d","Bangalore",2016,45165,"First",1609,1995,184,5,41.75,1,0,0,0,8
"4851","BMW 5 Series 2003-2012 525d","Hyderabad",2007,120000,"First",1673,1995,218,5,10.5,1,0,0,0,17
"4852","Mahindra XUV500 W8 2WD","Coimbatore",2014,86091,"First",151,2179,140,7,10.09,1,0,0,1,10
"4853","Honda City 1.5 S MT","Delhi",2009,71499,"First",170,1497,118,5,3,0,0,1,1,15
"4854","Force One LX 4x4","Chennai",2014,50000,"First",170,2200,13901,7,12,1,0,0,1,10
"4855","Volkswagen Polo 1.5 TDI Comfortline","Jaipur",2015,66000,"First",2014,1498,88,5,4.91,1,0,0,1,9
"4856","Honda Jazz S","Kolkata",2010,45000,"First",160,1198,90,5,2,0,0,1,1,14
"4857","Toyota Etios Liva GD SP","Hyderabad",2015,69189,"First",2359,1364,6706,5,5.3,1,0,0,1,9
"4858","Nissan Terrano XV Premium 110 PS","Mumbai",2014,40206,"First",1901,1461,1085,5,7.22,1,0,0,1,10
"4859","BMW X3 xDrive 20d xLine","Kochi",2017,36723,"First",1856,1995,190,5,32.57,1,0,0,0,7
"4860","Hyundai i20 1.2 Magna","Mumbai",2010,57500,"First",185,1197,80,5,2.75,0,0,1,1,14
"4861","Ford Fiesta EXi 1.4 TDCi Ltd","Hyderabad",2011,52000,"First",178,1399,68,5,3.75,1,0,0,1,13
"4862","Honda City 1.5 V AT","Kochi",2014,60952,"First",168,1497,118,5,5.91,0,0,1,0,10
"4863","Maruti Swift VDI BSIV","Chennai",2013,87192,"First",252,1248,74,5,4.35,1,0,0,1,11
"4864","Hyundai Grand i10 CRDi SportZ Edition","Delhi",2014,58000,"First",240,1120,70,5,3.25,1,0,0,1,10
"4865","Audi Q7 45 TDI Quattro Technology","Pune",2017,59500,"First",1475,2967,245,7,68,1,0,0,0,7
"4866","Volkswagen Ameo 1.2 MPI Highline 16 Alloy","Mumbai",2016,16650,"First",170,1198,74,5,5.5,0,0,1,1,8
"4867","Honda City i VTEC CVT VX","Kochi",2018,34696,"First",180,1497,1173,5,12.08,0,0,1,0,6
"4868","Maruti Baleno Alpha 1.3","Kochi",2018,42243,"First",2739,1248,74,5,7.48,1,0,0,1,6
"4869","Hyundai Grand i10 CRDi Sportz","Jaipur",2016,57824,"First",240,1120,70,5,5.5,1,0,0,1,8
"4870","Maruti Swift Dzire VDi","Jaipur",2011,110000,"First",193,1248,739,5,3.5,1,0,0,1,13
"4871","Maruti Swift 1.3 VXi","Delhi",2006,63000,"First",161,NA,NA,NA,1.6,0,0,1,1,18
"4872","Land Rover Freelander 2 TD4 HSE","Delhi",2013,72000,"First",0,2179,115,5,15.5,1,0,0,0,11
"4873","Toyota Fortuner 3.0 Diesel","Hyderabad",2013,63455,"First",115,2982,171,7,19,1,0,0,1,11
"4874","Honda Jazz VX Diesel","Hyderabad",2017,17151,"First",273,1498,986,5,8.4,1,0,0,1,7
"4875","Maruti Vitara Brezza LDi Option","Pune",2016,31001,"First",243,1248,885,5,7.25,1,0,0,1,8
"4876","Maruti Swift Dzire VDI","Kolkata",2014,42109,"First",234,1248,74,5,4.25,1,0,0,1,10
"4877","Skoda Rapid 1.5 TDI AT Elegance","Delhi",2015,55000,"Second",2166,1498,10352,5,5.7,1,0,0,0,9
"4878","Land Rover Freelander 2 TD4 SE","Hyderabad",2013,46000,"Second",0,2179,115,5,26,1,0,0,0,11
"4879","Maruti Alto 800 LXI","Hyderabad",2013,30852,"First",2274,796,473,5,2.49,0,0,1,1,11
"4880","Volkswagen Polo Petrol Highline 1.2L","Pune",2011,65000,"Second",1647,1198,739,5,3,0,0,1,1,13
"4881","Honda City i DTEC SV","Delhi",2015,65000,"First",260,1498,986,5,5.95,1,0,0,1,9
"4882","Maruti Swift Dzire LDI","Delhi",2013,72000,"First",234,1248,74,5,2.69,1,0,0,1,11
"4883","Audi A4 2.0 TDI 177 Bhp Technology Edition","Bangalore",2014,29000,"First",1711,1968,17433,5,26,1,0,0,0,10
"4884","Honda City i VTEC VX","Kolkata",2015,32000,"First",178,1497,1173,5,5.5,0,0,1,1,9
"4885","Ford Figo Aspire 1.2 Ti-VCT Ambiente","Chennai",2016,29875,"First",1816,1196,868,5,4.85,0,0,1,1,8
"4886","Maruti Vitara Brezza LDi","Kochi",2018,32539,"First",243,1248,885,5,8.39,1,0,0,1,6
"4887","Renault Duster 110PS Diesel RxL","Hyderabad",2015,83090,"First",1901,1461,10845,5,7.99,1,0,0,1,9
"4888","Hyundai i20 Active 1.4 SX","Hyderabad",2016,62679,"First",2119,1396,8873,5,6.95,1,0,0,1,8
"4889","Mahindra Logan Petrol 1.4 GLE","Mumbai",2010,93000,"First",157,1390,75,5,1.5,0,0,1,1,14
"4890","Honda City ZX GXi","Mumbai",2006,44000,"First",177,1497,78,5,1.55,0,0,1,1,18
"4891","Ford Figo Petrol EXI","Bangalore",2010,78400,"Second",156,1196,70,5,2.75,0,0,1,1,14
"4892","Renault Duster Petrol RxL","Mumbai",2014,71300,"First",1306,1598,10253,5,4.25,0,0,1,1,10
"4893","Hyundai i10 Sportz 1.2","Kolkata",2015,18000,"First",2036,1197,789,5,2.85,0,0,1,1,9
"4894","Land Rover Discovery Sport TD4 HSE 7S","Coimbatore",2019,24013,"First",1281,1999,14831,7,56.14,1,0,0,0,5
"4895","Audi Q5 2008-2012 2.0 TFSI Quattro","Ahmedabad",2009,99100,"Second",974,1984,208,5,10,0,0,1,0,15
"4896","Maruti Versa DX2 BS II","Mumbai",2003,62000,"Second",113,1298,831,8,1.25,0,0,1,1,21
"4897","Maruti Swift Dzire ZDI","Kolkata",2017,14000,"First",2659,1248,74,5,7.5,1,0,0,1,7
"4898","Audi A4 2.0 TDI Premium Sport Limited Edition","Coimbatore",2015,44811,"First",1711,1968,17433,5,25.81,1,0,0,0,9
"4899","Volkswagen Polo 1.2 MPI Comfortline","Ahmedabad",2014,44000,"First",1647,1198,74,5,4.3,0,0,1,1,10
"4900","Toyota Fortuner 3.0 Diesel","Chennai",2010,136000,"Second",115,2982,171,7,11,1,0,0,1,14
"4901","Toyota Fortuner 3.0 Diesel","Jaipur",2010,144113,"Second",115,2982,171,7,11.75,1,0,0,1,14
"4902","Honda Accord 2.4 MT","Coimbatore",2012,94989,"First",128,2354,1776,5,6.58,0,0,1,1,12
"4903","Maruti Swift ZDi","Chennai",2012,58133,"First",229,1248,74,5,4.8,1,0,0,1,12
"4904","Skoda Fabia 1.2 MPI Classic","Pune",2008,61000,"Second",175,1198,70,5,1.65,0,0,1,1,16
"4905","Jeep Compass 2.0 Sport","Kolkata",2017,27000,"First",171,1956,170,5,15,1,0,0,1,7
"4906","Tata Nano Twist XT","Ahmedabad",2014,18050,"Second",254,624,375,4,1,0,0,1,1,10
"4907","Ford Fiesta 1.6 ZXi ABS","Hyderabad",2007,145277,"First",153,1596,101,5,1.65,0,0,1,1,17
"4908","Maruti Celerio ZDi","Ahmedabad",2015,42000,"First",2762,793,47,5,3.6,1,0,0,1,9
"4909","Toyota Fortuner 3.0 Diesel","Delhi",2011,86000,"First",115,2982,171,7,11.5,1,0,0,1,13
"4910","Maruti Celerio ZDi","Ahmedabad",2015,42150,"First",2762,793,47,5,3.6,1,0,0,1,9
"4911","Hyundai EON Era Plus","Pune",2015,30158,"First",211,814,552,5,3.05,0,0,1,1,9
"4912","Ford Fiesta Diesel Trend","Bangalore",2011,47000,"Second",235,1498,90,5,6,1,0,0,1,13
"4913","Volkswagen Polo 1.2 MPI Comfortline","Ahmedabad",2013,39000,"First",1647,1198,74,5,3.75,0,0,1,1,11
"4914","Volkswagen Polo 1.2 MPI Comfortline","Coimbatore",2016,32125,"First",162,1199,74,5,6.17,0,0,1,1,8
"4915","Maruti Vitara Brezza ZDi","Coimbatore",2017,58829,"First",243,1248,885,5,9.05,1,0,0,1,7
"4916","Honda Brio S MT","Coimbatore",2013,67559,"First",194,1198,868,5,4.05,0,0,1,1,11
"4917","Maruti Swift Dzire VXi","Pune",2013,55000,"First",175,1298,858,5,4.25,0,0,1,1,11
"4918","Maruti Celerio LXI MT","Kolkata",2018,30000,"First",231,998,6704,5,3.75,0,0,1,1,6
"4919","Hyundai Creta 1.6 SX Plus Petrol Automatic","Mumbai",2016,28000,"First",130,1591,1213,5,11.85,0,0,1,0,8
"4920","Ford Ecosport 1.5 DV5 MT Titanium","Kochi",2016,31826,"First",227,1498,8984,5,8.24,1,0,0,1,8
"4921","Honda CR-V RVi MT","Jaipur",2008,100009,"Second",131,1997,1411,5,6.5,0,0,1,1,16
"4922","Land Rover Discovery Sport SD4 HSE Luxury 7S","Coimbatore",2019,17201,"First",1251,2179,1877,7,58.91,1,0,0,0,5
"4923","Mahindra XUV500 W8 2WD","Delhi",2014,74345,"First",151,2179,140,7,8,1,0,0,1,10
"4924","Volkswagen Polo 1.2 MPI Highline","Kochi",2015,58134,"First",1647,1198,74,5,4.64,0,0,1,1,9
"4925","Hyundai i10 Magna AT","Kochi",2010,30566,"First",192,1197,80,5,3.32,0,0,1,0,14
"4926","Hyundai i10 Magna 1.2","Chennai",2012,55231,"Second",2036,1197,789,5,2.78,0,0,1,1,12
"4927","Chevrolet Cruze LTZ AT","Kochi",2016,67774,"First",1481,1998,1637,5,8.95,1,0,0,0,8
"4928","Mercedes-Benz E-Class E 200 CGI","Mumbai",2013,50319,"First",120,1991,18103,5,21.95,0,0,1,0,11
"4929","Hyundai Sonata 2.4 GDI","Ahmedabad",2013,45000,"First",117,2359,134,5,7.9,0,0,1,1,11
"4930","Mercedes-Benz New C-Class C 200 Kompressor Elegance AT","Kolkata",2007,43627,"First",1174,1796,186,5,29,0,0,1,0,17
"4931","Volkswagen Polo Diesel Trendline 1.2L","Kolkata",2013,45000,"First",2207,1199,739,5,3.25,1,0,0,1,11
"4932","Honda City i VTEC SV","Mumbai",2014,10500,"First",174,1497,1173,5,5.9,0,0,1,1,10
"4933","Maruti Vitara Brezza ZDi","Coimbatore",2017,21789,"First",243,1248,885,5,9.88,1,0,0,1,7
"4934","Hyundai Elite i20 Asta Option","Coimbatore",2019,21134,"First",186,1197,8186,5,8.78,0,0,1,1,5
"4935","Tata New Safari Dicor EX 4X2","Kolkata",2011,90000,"Second",1393,2179,1381,7,2.75,1,0,0,1,13
"4936","Nissan Sunny 2011-2014 Diesel XL","Kochi",2014,51553,"First",2164,1461,848,5,5.98,1,0,0,1,10
"4937","BMW 3 Series 330 Ci Convertible","Delhi",2011,31000,"First",109,2497,215,5,31,0,0,1,0,13
"4938","Toyota Corolla 1.8 J","Delhi",2011,67422,"Second",1453,1798,138,5,3.55,0,0,1,1,13
"4939","Hyundai Verna 1.6 SX","Kochi",2015,60519,"First",2232,1582,12632,5,6.24,1,0,0,1,9
"4940","Maruti Swift Dzire VDi","Kolkata",2009,34000,"First",193,1248,739,5,2.19,1,0,0,1,15
"4941","Maruti Dzire VDI","Hyderabad",2013,68434,"First",284,1248,7375,5,5.5,1,0,0,1,11
"4942","Maruti Alto K10 VXI","Pune",2014,17000,"First",2407,998,671,5,2.1,0,0,1,1,10
"4943","Jaguar XJ 5.0 L V8 Supercharged","Coimbatore",2011,43686,"First",105,5000,503,4,50.66,0,0,1,0,13
"4944","Mercedes-Benz New C-Class 220 CDI AT","Kolkata",2012,22000,"First",1484,2143,170,5,14,1,0,0,0,12
"4945","Hyundai Verna CRDi 1.6 SX Option","Mumbai",2013,79225,"First",220,1582,1262,5,5.5,1,0,0,1,11
"4946","Chevrolet Aveo 1.6 LT","Pune",2007,63000,"Third",142,1598,102,5,1.2,0,0,1,1,17
"4947","Maruti Swift VXI BSIV","Hyderabad",2014,61922,"First",204,1197,8180,5,5.3,0,0,1,1,10
"4948","Hyundai Verna 1.6 CRDi S","Chennai",2015,85000,"First",239,1582,1262,5,6.3,1,0,0,1,9
"4949","Mercedes-Benz GLC 220d Celebration Edition","Kochi",2017,26192,"First",179,2143,168,5,40.47,1,0,0,0,7
"4950","Toyota Fortuner 4x2 Manual","Delhi",2013,65000,"First",130,2982,1685,7,16.1,1,0,0,1,11
"4951","Audi Q5 2008-2012 2.0 TDI","Delhi",2014,44999,"First",128,1968,1676,5,25,1,0,0,0,10
"4952","BMW 3 Series 320d Dynamic","Mumbai",2008,81308,"Second",132,1995,170,5,7.95,1,0,0,0,16
"4953","Maruti Alto 800 2016-2019 LXI","Delhi",2016,35000,"First",247,796,473,5,2.65,0,0,1,1,8
"4954","Maruti Alto K10 2010-2014 VXI","Coimbatore",2012,65349,"First",2092,998,671,5,2.81,0,0,1,1,12
"4955","Audi A4 1.8 TFSI Technology Edition","Hyderabad",2012,80000,"First",1564,1798,16762,5,17.5,0,0,1,0,12
"4956","Maruti Swift VXi BSIV","Mumbai",2012,61000,"First",161,1197,85,5,3.3,0,0,1,1,12
"4957","Maruti Wagon R VXI","Kochi",2019,31817,"First",225,998,6704,5,5.34,0,0,1,1,5
"4958","Skoda Rapid 1.5 TDI Ambition","Hyderabad",2016,41000,"First",2114,1498,10352,5,8.5,1,0,0,1,8
"4959","Honda Jazz S","Kochi",2010,82606,"Second",160,1198,90,5,2.69,0,0,1,1,14
"4960","Mahindra XUV500 W10 2WD","Ahmedabad",2015,52000,"First",160,2179,140,7,11.5,1,0,0,1,9
"4961","Maruti Ritz VXi","Coimbatore",2011,50318,"First",185,1197,8580,5,4.06,0,0,1,1,13
"4962","Mercedes-Benz GLE 250d","Hyderabad",2016,50000,"First",179,2143,20115,5,49,1,0,0,0,8
"4963","Skoda Rapid 1.6 TDI Ambition","Bangalore",2012,72000,"First",205,1598,1035,5,4.6,1,0,0,1,12
"4964","Hyundai Grand i10 CRDi Magna","Delhi",2015,63776,"First",240,1120,70,5,3.96,1,0,0,1,9
"4965","Hyundai Elite i20 Petrol Asta","Mumbai",2015,28133,"First",186,1197,8186,5,5.6,0,0,1,1,9
"4966","Tata Zest Quadrajet 1.3 75PS XE","Kolkata",2017,45000,"First",2295,1248,74,5,3.75,1,0,0,1,7
"4967","Hyundai i20 Magna 1.4 CRDi","Jaipur",2015,55697,"First",2254,1396,8873,5,5.5,1,0,0,1,9
"4968","Skoda Rapid 1.6 TDI Elegance","Delhi",2012,62000,"Second",205,1598,1035,5,3,1,0,0,1,12
"4969","Fiat Linea Emotion","Mumbai",2011,48000,"First",160,1368,90,5,3,0,0,1,1,13
"4970","Maruti Swift VXI BSIII W/ ABS","Pune",2010,90246,"First",161,1298,882,5,2.95,0,0,1,1,14
"4971","Tata Indica V2 2001-2011 eLS","Hyderabad",2015,80500,"First",250,1396,69,5,2.45,1,0,0,1,9
"4972","Mercedes-Benz New C-Class C 220 CDI Elegance AT","Pune",2012,119000,"First",1484,2143,170,5,13.99,1,0,0,0,12
"4973","Mercedes-Benz GLE 350d","Bangalore",2016,28541,"First",1157,2987,25479,5,60.75,1,0,0,0,8
"4974","Honda City V MT AVN","Chennai",2012,41000,"Second",168,1497,1163,5,4.5,0,0,1,1,12
"4975","Hyundai i20 Magna","Mumbai",2010,58000,"Second",185,1197,80,5,2.5,0,0,1,1,14
"4976","Toyota Fortuner 4x2 Manual","Chennai",2015,99000,"First",130,2982,1685,7,20.5,1,0,0,1,9
"4977","Hyundai Grand i10 Magna","Delhi",2014,31200,"First",189,1197,82,5,3.9,0,0,1,1,10
"4978","Volkswagen Jetta 2007-2011 2.0 TDI Comfortline","Chennai",2009,85000,"Second",150,1896,105,5,3.5,1,0,0,1,15
"4979","Ford EcoSport 1.5 Ti VCT AT Titanium","Hyderabad",2016,60924,"First",1563,1499,1104,5,8.3,0,0,1,0,8
"4980","Hyundai EON Magna Plus","Chennai",2012,45000,"First",211,814,552,5,2.5,0,0,1,1,12
"4981","Nissan Micra XV CVT","Kolkata",2011,44000,"First",1915,1198,7594,5,2.65,0,0,1,0,13
"4982","Honda Jazz 1.2 V CVT i VTEC","Kochi",2016,30534,"First",190,1199,887,5,7.42,0,0,1,0,8
"4983","Volkswagen Polo 1.2 MPI Trendline","Kochi",2016,46399,"First",1647,1198,74,5,4.63,0,0,1,1,8
"4984","Maruti Alto LXi","Kolkata",2008,42000,"First",197,796,463,5,1.09,0,0,1,1,16
"4985","Hyundai Verna 1.6 SX","Delhi",2011,67000,"First",2232,1582,12632,5,3.8,1,0,0,1,13
"4986","Mercedes-Benz E-Class 2009-2013 E 220 CDI Avantgarde","Mumbai",2013,58000,"First",100,2148,170,5,15.75,1,0,0,0,11
"4987","Tata Zest Revotron 1.2 XT","Coimbatore",2015,27000,"First",1757,1193,887,5,5.27,0,0,1,1,9
